"BPE 2014 - Base permanente des équipements : enseignement du 2ème degré - secteur public","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"France - Arrondissements municipaux","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Découpage géographique au 01/01/2014","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"© Insee","Source : Insee, Base permanente des équipements 2014","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Département Arrondissement municipal","Libellé de l'arrondissement municipal","Département","région","Région2016","Collège","Collège avec cantine","Collège appartenant à un réseau d'éducation prioritaire","Collège avec internat","Lycée d'enseignement général et/ou technologique","Lycée d'enseignement général et/ou technologique avec cantine","Lycée d'enseignement général et/ou technologique avec présence de classe préparatoire aux grandes écoles","Lycée d'enseignement général et/ou technologique appartenant à un réseau d'éducation prioritaire ","Lycée d'enseignement général et/ou technologique avec internat","Lycée d'enseignement professionnel","Lycée d'enseignement professionnel avec cantine","Lycée d'enseignement professionnel avec présence de classe préparatoire aux grandes écoles","Lycée d'enseignement professionnel appartenant à un réseau d'éducation prioritaire","Lycée d'enseignement professionnel avec internat","Lycée technique et/ou professionnel agricole","Lycée technique et/ou professionnel agricole avec présence de classe préparatoire aux grandes écoles","Lycée technique et/ou professionnel agricole avec internat","SGT : Section d'enseignement général et technologique","SGT avec cantine","SGT avec internat","SEP : Section d'enseignement professionnel","SEP avec cantine","SEP avec internat"
"CODGEO","LIBGEO","DEP","REG","REG2016","NB_C201","NB_C201_NB_CANT","NB_C201_NB_EP","NB_C201_NB_INT","NB_C301","NB_C301_NB_CANT","NB_C301_NB_CL_PGE","NB_C301_NB_EP","NB_C301_NB_INT","NB_C302","NB_C302_NB_CANT","NB_C302_NB_CL_PGE","NB_C302_NB_EP","NB_C302_NB_INT","NB_C303","NB_C303_NB_CL_PGE","NB_C303_NB_INT","NB_C304","NB_C304_NB_CANT","NB_C304_NB_INT","NB_C305","NB_C305_NB_CANT","NB_C305_NB_INT"
"13201","Marseille 1er Arrondissement","13","93","93","2","2","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13202","Marseille 2e Arrondissement","13","93","93","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13203","Marseille 3e Arrondissement","13","93","93","3","3","3","0","1","1","0","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"13204","Marseille 4e Arrondissement","13","93","93","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13205","Marseille 5e Arrondissement","13","93","93","2","2","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13206","Marseille 6e Arrondissement","13","93","93","2","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13207","Marseille 7e Arrondissement","13","93","93","1","1","0","0","1","1","1","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0"
"13208","Marseille 8e Arrondissement","13","93","93","3","3","0","1","4","4","0","0","2","3","3","0","1","0","1","0","1","0","0","0","1","1","0"
"13209","Marseille 9e Arrondissement","13","93","93","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13210","Marseille 10e Arrondissement","13","93","93","3","3","2","0","2","2","1","0","1","2","2","0","0","1","0","0","0","0","0","0","1","1","0"
"13211","Marseille 11e Arrondissement","13","93","93","3","3","2","0","0","0","0","0","0","2","2","0","2","1","0","0","0","1","1","0","0","0","0"
"13212","Marseille 12e Arrondissement","13","93","93","5","5","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0"
"13213","Marseille 13e Arrondissement","13","93","93","6","6","5","0","2","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"13214","Marseille 14e Arrondissement","13","93","93","7","7","7","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"13215","Marseille 15e Arrondissement","13","93","93","6","6","6","0","1","1","1","1","1","2","2","0","2","0","0","0","0","1","1","0","0","0","0"
"13216","Marseille 16e Arrondissement","13","93","93","2","2","2","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","1","0","0","0","0"
"69381","Lyon 1er Arrondissement","69","82","84","1","0","0","0","1","1","1","0","1","2","2","0","0","1","0","0","0","0","0","0","0","0","0"
"69382","Lyon 2e Arrondissement","69","82","84","2","2","0","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69383","Lyon 3e Arrondissement","69","82","84","5","5","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69384","Lyon 4e Arrondissement","69","82","84","2","2","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"69385","Lyon 5e Arrondissement","69","82","84","3","3","0","0","2","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"69386","Lyon 6e Arrondissement","69","82","84","2","2","0","0","2","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69387","Lyon 7e Arrondissement","69","82","84","3","3","0","0","2","2","0","0","1","2","1","0","0","1","0","0","0","0","0","0","1","1","0"
"69388","Lyon 8e Arrondissement","69","82","84","3","3","3","0","3","3","1","0","3","2","2","0","0","2","0","0","0","0","0","0","0","0","0"
"69389","Lyon 9e Arrondissement","69","82","84","3","3","2","1","2","2","2","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"75101","Paris 1er Arrondissement","75","11","11","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"75102","Paris 2e Arrondissement","75","11","11","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75103","Paris 3e Arrondissement","75","11","11","3","3","2","0","5","4","3","0","0","1","1","0","0","0","0","0","0","0","0","0","2","2","0"
"75104","Paris 4e Arrondissement","75","11","11","2","2","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75105","Paris 5e Arrondissement","75","11","11","5","5","0","0","5","5","3","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"75106","Paris 6e Arrondissement","75","11","11","2","2","0","0","4","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"75107","Paris 7e Arrondissement","75","11","11","2","2","0","0","1","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"75108","Paris 8e Arrondissement","75","11","11","3","3","0","0","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75109","Paris 9e Arrondissement","75","11","11","4","4","0","0","5","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"75110","Paris 10e Arrondissement","75","11","11","4","4","4","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"75111","Paris 11e Arrondissement","75","11","11","6","6","3","0","3","3","2","0","1","2","2","0","0","0","0","0","0","0","0","0","2","2","0"
"75112","Paris 12e Arrondissement","75","11","11","7","7","0","0","4","4","1","0","0","3","3","0","0","0","0","0","0","0","0","0","1","1","0"
"75113","Paris 13e Arrondissement","75","11","11","11","11","2","0","7","7","4","0","0","4","4","0","0","0","0","0","0","0","0","0","1","1","0"
"75114","Paris 14e Arrondissement","75","11","11","6","6","0","0","5","5","1","0","0","1","1","0","0","0","0","0","0","0","0","0","3","3","0"
"75115","Paris 15e Arrondissement","75","11","11","8","8","0","0","8","8","1","0","0","3","3","0","0","0","0","0","0","0","0","0","3","3","0"
"75116","Paris 16e Arrondissement","75","11","11","6","6","0","0","5","5","4","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"75117","Paris 17e Arrondissement","75","11","11","6","6","0","0","4","3","3","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0"
"75118","Paris 18e Arrondissement","75","11","11","11","10","7","0","2","2","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0"
"75119","Paris 19e Arrondissement","75","11","11","12","11","8","0","5","5","2","0","0","2","2","0","0","0","0","0","0","0","0","0","3","3","0"
"75120","Paris 20e Arrondissement","75","11","11","12","12","6","0","3","3","1","0","1","2","2","0","0","0","0","0","0","0","0","0","1","1","0"
